id,track_name,artist_names,source,release_date,duration,days_on_chart,rank,streams,genre
2pm1GTb24KWgbBHGKlYr0i,Victorious,K-ICM,Universal Music Indochina Distributed Labels,2021-10-07,236,47,2989,2982925,Khác
0dsDNSBWvZz4egLxbYZm3r,Xin loi anh qua phien,Đông Nhi,Universal Music Indochina,2018-03-28,151,16,2990,2982023,Nhạc Việt
29VSQCxul5FNmpi4gVR7Qn,"THI SĨ (feat. Đức Phúc, ERIK, Phạm Anh Duy & Tage)","ANH TRAI ""SAY HI"", Đức Phúc, ERIK, Phạm Anh Duy, Tage",Anh Trai Say Hi,2024-07-08,288,24,2991,2951258,Khác
0RRaMSF6sPNAvMTntUiv8m,Đại Lộ Mặt Trời,Chillies,WM Vietnam,2024-01-04,272,11,2992,2910870,Nhạc Việt
1nahzW3kfMuwReTka28tH5,Hold On,Justin Bieber,RBMG/Def Jam,2021-05-05,297,119,2993,2903940,Nhạc nước ngoài
06PmWcNQ2zyzzbC6w8CqZO,Hành Tinh Ánh Sáng,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2020-12-25,297,57,2994,2903940,Nhạc Việt
0Diod35Qw0viH7ee30W0To,Chập Chờn,Dương Domic,DAO Entertainment,2024-11-22,193,54,2995,2903682,Nhạc nước ngoài
7Acvy2L38SCipAeMPOK8Ro,HOLO,LeeHi,"Genie Music Corporation, Stone Music Entertainment",2020-06-26,273,9,2996,2896078,Nhạc Hàn
5pbc99769AMASq8pREi52a,Kỳ Vọng Sai Lầm,"Tăng Phúc, Nguyễn Đình Vũ, Yuno Bigboi",MIXUS,2022-09-26,222,16,2997,2895706,Khác
3fidy9x1CoAeDGZIsOTOKE,Chúng Ta Không Thuộc Về Nhau - Sky Tour 2019,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2018-03-01,224,16,2998,2869734,Nhạc Việt
4TsP3ww5zEXxuUdmkWIcqp,Love You Like Crazy,TAEYEON,SM Entertainment,2018-07-19,261,4,2999,2865164,Nhạc Hàn
0vXAYEWak7KiyGdbth8Gz6,Vì Điều Gì,"buitruonglinh, Minsicko, Dangrangto",LOOPS Music,2024-12-12,153,46,3000,2856338,Khác
5BL9QQTJNIuME3RE9Tgv3W,Chơi Vơi,"K-ICM, Trung Quân",Yin Yang Media,2022-04-20,278,41,3001,2852774,Khác
5sh8NLB5FULZqYZoLl1wac,Bất Chấp,WHEE!,Yin Yang Media,2020-10-13,184,15,3002,2852738,Khác
6AH74QQxzjqTsvj7lFQoqy,ĐOÁ PHÙ DUNG CUỐI CÙNG (feat. Đức Phúc),"ANH TRAI ""SAY HI"", Đức Phúc",Anh Trai Say Hi,2024-08-31,327,22,3003,2847755,Khác
2sUJxpZyYIAtJjy4ptfTK2,CẢM NHẬN (feat. Seachains),"RAP VIỆT, Seachains",WM Vietnam,2021-10-18,178,44,3004,2846069,Khác
6dkCXQoMZoEonJbbFYH83r,Phận Hoa Rơi,"K-ICM, Vicky Nhung",POPS WORLDWIDE,2021-12-03,236,84,3005,2831558,Khác
1Cv9w0KLlrz0t4ExKO76QE,TALAGI,"kidsai, Dangrangto, WHENITSASUNNIDAY",kidsai,2024-11-01,223,21,3006,2825946,Khác
5RGf8qn1TBWVplLyyKUsuV,Blood Sweat & Tears,BTS,BIGHIT MUSIC,2015-06-16,226,182,3007,2825277,Nhạc Hàn
3BxudWClGx0k55q5VeIxl7,Con kể Ba nghe,"Obito, Shiki",12 trái lê,2023-10-10,185,5,3008,2820330,Khác
4H2C2CDs2QrO9xuStligzF,Thuyền Không Bến Đợi (feat. Czee),"Trungg I.U, Czee",Yin Yang Media,2024-01-10,335,10,3009,2813311,Khác
3FARQP8fA49bSsTWjNyWmY,Secret Story of the Swan,IZ*ONE,"Genie Music Corporation, Stone Music Entertainment",2020-06-04,317,17,3010,2812619,Nhạc Hàn
4RwQ5UUOgphhjBM8zF62RQ,Ném Câu Yêu Vào Không Trung,Hoàng Dũng,Lirico Entertainment,2022-08-24,236,8,3011,2807925,Nhạc Việt
7len778YJVqS6VHtUZ9SrG,Take It Easy (feat. Liu Grace),"RAP VIỆT, Liu Grace",DAT VIET VAC,2023-08-06,165,41,3012,2777470,Khác
5AmFbL7MClvRYfzae0EUHn,"NỖI ĐAU NGÂY DẠI (feat. HIEUTHUHAI, Đức Phúc & Công Dương)","ANH TRAI ""SAY HI"", HIEUTHUHAI, Đức Phúc, Công Dương",Anh Trai Say Hi,2024-06-24,259,5,3013,2772483,Khác
2QCbYz4XN9mzi5LJBuB3iP,Chúng Ta Rồi Sẽ Hạnh Phúc (Hướng Dương Ngược Nắng),Jack - J97,MaiDao Music,2023-12-12,232,3,3014,2758053,Nhạc nước ngoài
66KCoeGPimoVR3FInucM9Q,BACK TO HOMETOWN (TRỞ VỀ QUÊ NHÀ) [feat. Sol7],"RAP VIỆT, Sol7",WM Vietnam,2021-11-01,176,75,3015,2745545,Khác
7ho5xWwyYi7KJzJxyM1sPJ,CHUYỂN KÊNH (sản phẩm này không phải là thuốc),Ngọt,Ngọt,2019-10-06,276,56,3016,2720083,Nhạc Việt
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,Atlantic Records UK,2017-12-06,253,1201,3017,2718791,Nhạc nước ngoài
20dKGpfnO9Nl36cculKee8,HẾT THỜI,Ngọt,Ngọt,2019-10-06,393,22,3018,2716943,Nhạc Việt
6lBrTMmXE8XtnPNQdUocSo,Tiến Hoá (feat. Ricky Star),"RAP VIỆT, Ricky Star",WM Vietnam,2020-12-15,196,7,3019,2716885,Khác
6MbHcqR7IBGUR8cUE9aLS4,In The Rain,"hooligan., Kim Kunni",Sony Music Entertainment,2021-09-30,218,61,3020,2698863,Khác
3yVR75LhLsVbpqORZscJZx,Trong Sương (feat. MinhLai),"RAP VIỆT, MinhLai",DAT VIET VAC,2023-06-25,174,38,3021,2698319,Khác
2MFqzQ3eJPM1dHCaioyU1s,"SOS (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)","ANH TRAI ""SAY HI"", RHYDER, CAPTAIN BOY, Quang Hùng MasterD, WEAN, Ali Hoàng Dương",Anh Trai Say Hi,2024-08-26,279,13,3022,2693325,Khác
69CA72t8PPWgEFExXhuqII,Trống Cơm,"Cường Seven, SOOBIN, Tự Long",Universal Music Indochina Distributed Labels,2024-07-27,254,18,3023,2680851,Khác
5ouNakSA4Ys0aJvoFBJtXn,Honest,Bazzi,iamcosmic,2016-09-08,201,7,3024,2622123,Nhạc nước ngoài
0g7d8Y9Y2BP8qFZDzngnSz,Finding You,"Chi Pu, Hứa Kim Tuyền",The First Management,2024-05-23,191,23,3025,2613248,Khác
4vjpLMyL3ZO6aphdYr8XYw,i'm so tired...,"Lauv, Troye Sivan",Lauv,2020-02-23,206,494,3026,2610934,Khác
1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Selena Gomez,Interscope Records,2019-10-20,195,71,3027,2607274,Nhạc nước ngoài
2mYjBkAtCUXRG2ioQmv3Rm,Phân Thân,Low G,Nhà Hóa Học Đống Đa,2022-05-25,173,7,3028,2601609,Nhạc Việt
7sEIHN9lpk8ad8iIAYnR5Y,Dear (feat. Lê Hiếu),"Gonzo, Lê Hiếu",Spacespeakers,2023-02-16,260,44,3029,2593765,Khác
4YrI4tUJTzqi1hfvICCJPD,Gió,Jank,CMG,2023-02-17,278,14,3030,2588025,Nhạc nước ngoài
3puPTaE5acvWNGaNSoM3wT,Bao Giờ Lấy Vợ (feat. Right & Anh Tú),"RAP VIỆT, 24k.Right, Anh Tú",DAT VIET VAC,2023-06-04,192,11,3031,2569171,Khác
0ILLzffYNqZih4UcS4ZXIm,Hết Nhạc Con Về,"Duy B, Not Afraid Music, Mason Nguyen",SKY Music JSC,2021-04-22,194,17,3032,2568803,Khác
5XK9xF4Wu2ch0zSPSHHuqv,Nước Hoa,"Kay Trần, Cường Seven, Kiên Ứng, SOOBIN",Universal Music Indochina Distributed Labels,2024-06-29,160,15,3033,2536964,Khác
3kY1Z7YzHrgp70d7c8hPZw,Thầy Nam (feat. RPT Gonzo),"RAP VIỆT, Gonzo",WM Vietnam,2018-03-01,331,36,3034,2536306,Khác
3wrzXRNJVxwOByPpYjyujB,Và Ngày Nào Đó (feat. Vũ Thảo My),"Studio Party, Quang Trung, Vũ Thảo My",Yin Yang Media,2022-03-16,270,57,3035,2522911,Khác
5OrpSDeWfWr33q0a5Ydfhr,MẸ YÊU CON,"Cường Seven, Phan Đinh Tùng, Bằng Kiều, Jun Phạm, Tự Long, Trương Thế Vinh, Tuấn Hưng, SOOBIN, S.T Sơn Thạch, Kay Trần, BB Trần, (S)TRONG, Kiên Ứng",Universal Music Indochina Distributed Labels,2024-10-19,305,26,3036,2518004,Khác
0cOBMETjhxublnnwhbnzJO,Reality,"Lost Frequencies, Janieck",Armada Music Albums,2018-03-01,178,195,3037,2511795,Khác
7h5JV2j5wEwMP2hQE12Nk4,Roses,Finn Askew,Polydor Records,2018-03-01,249,39,3038,2499986,Nhạc nước ngoài
6ecdnYq7ob5tvxlT3U2xwV,Nu Cep,Wxrdie,Universal Music Indochina Distributed Labels,2024-11-12,155,41,3039,2496433,Khác
2UB6ssUz3WGVbLK1rFPpgZ,Vô Điều Kiện,"Obito, Shiki",12 trái lê,2023-10-10,152,5,3040,2484247,Khác
3BnD2G2bRvtRiLssSQY8oE,Buồn Không Thể Buông,Trung Quân,Yin Yang Media,2022-09-30,255,15,3041,2471485,Nhạc Việt
0MOxfxgqBnCmy63x58ChdP,Đừng Tin Her,"B Ray, Young H, Masew",Great Entertainment,2021-03-12,292,11,3042,2466663,Khác
672opkM0hHxsbnLCQsrEvD,Chán Gái 707,Low G,Rap Nhà Làm,2021-01-28,134,89,3043,2457975,Nhạc Việt
1He7z9P4RbIAa0rNCUaIMN,Những Kẻ Mộng Mơ,"SOOBIN, Tiến Luật, Tuấn Hưng, Quốc Thiên, Rhymastic, Tự Long",Universal Music Indochina Distributed Labels,2024-08-10,294,22,3044,2457802,Khác
2FVpOsjT1iquZ3SpCjZ9Ne,Telepathy,BTS,BIGHIT MUSIC,2021-01-28,134,247,3045,2457202,Nhạc Hàn
7Ebm9NxzNhUX2FxzBl1kwm,02 Mơ Làm Ma,"Ngọt, Thỏ Trauma",Ngọt,2024-02-23,177,9,3046,2450906,Khác
3PJbFJImi0QMxDCUKFBfbU,Hồng không gai,"Winno, SpideyBoy",Yin Yang Media,2024-02-14,225,6,3047,2443412,Khác
22oXPVbCf30gA4uMIvPvpP,Thói Quen,"Wren Evans, EVY",Universal Music Indochina,2022-10-14,213,27,3048,2436929,Khác
5EejTyYwzTK8VsolyWqtzj,Trốn Tìm,7UPPERCUTS,7Uppercuts,2022-07-14,159,2,3049,2435983,Nhạc Việt
6pj8ntaFwK9Ds3aJy9TOXu,Thanh Âm Miền Núi (feat. Double2T & Vũ Thảo My),"RAP VIỆT, Double2T, Vũ Thảo My",DAT VIET VAC,2023-07-02,178,29,3050,2433389,Khác
0YJ3fxavN7Sms9TlNxWUhf,BUỒN không thể BUÔNG (Piano Version),MiiNa,Yin Yang Media,2022-04-22,244,30,3051,2431537,Nhạc nước ngoài
2axlAOp86SPuqSBlwLw4WM,101520 (feat. Sol7 & prettyXIX),"RAP VIỆT, Sol7, prettyXIX",DAT VIET VAC,2021-12-22,194,40,3052,2430615,Khác
1ayp8veQBb6NRZepn7ENm6,Lạ Lùng,Vũ.,WM Vietnam,2018-03-07,197,613,3053,2405864,Nhạc Việt
249fiLJ8fFXYLL4NNjjgXT,Muộn Màng Là Từ Lúc,Mỹ Tâm,MT Entertainment,2017-02-10,283,659,3054,2402855,Nhạc Việt
67SnHLuHADZ2r5FkYbON0A,Nơi Ta Sống (feat. Long Nón Lá & Mikelodic),"RAP VIỆT, Long Nón Lá, Lãng",DAT VIET VAC,2023-07-23,180,10,3055,2400967,Khác
02it69GkrLMFN7Jisv8NGO,016 Tan Du,Solsilva,LOOPS Music,2021-09-05,136,3,3056,2399804,Khác
5Fmtix3LkYpcXI7nVFpEyC,"Quá Khứ Đôi, Hiện Tại Đơn",Đức Phúc,Duc Phuc,2022-09-24,311,37,3057,2399796,Nhạc Việt
6txxBgd8DkLsPOAEzFQeCk,"Đây Là Rap Việt (feat. Binz, JustaTee, Rhymastic, Wowy, Karik & Suboi)","RAP VIỆT, Binz, JustaTee, Rhymastic, Wowy, Karik, Suboi",WM Vietnam,2018-03-01,267,12,3058,2358147,Khác
6SlgEjTI7VVT7FVFfDAx17,Lạc,Rhymastic,Spacespeakers,2021-10-22,238,24,3059,2351585,Nhạc Việt
4sVDVvUWxrcff0RED8Is3O,Ôm Trọn Nỗi Nhớ,Rum,Zing MP3,2019-07-22,250,17,3060,2336215,Nhạc nước ngoài
4XZxalvnG4Yo8YZLuiT1kV,"Tough Love (feat. Agnes, Vargas & Lagola)","Avicii, Agnes, Vargas & Lagola",Universal Music AB,2019-07-03,213,6,3061,2335798,Khác
0SMpkybKsjUeONDdUCW69e,Thờ ơ,WEAN,M Music Records,2024-08-28,165,18,3062,2327540,Nhạc Việt
79ME0P8ch9estARqe674HK,Tiền Nhiều Để Làm Gì (feat. Gducky),"RAP VIỆT, GDucky",WM Vietnam,2020-10-19,202,132,3063,2319941,Khác
630sXRhIcfwr2e4RdNtjKN,Rewrite The Stars,"Zac Efron, Zendaya",Atlantic Records,2017-12-06,230,19,3064,2313147,Nhạc nước ngoài
4ZEcVT9Po6mt11r7dr95jB,Vẫn,"24k.Right, Hipz, Huỳnh Tú",Universal Music Indochina,2023-09-09,238,6,3065,2298058,Khác
3pyHABNUu0QxeyH1x8p7yf,Gặp Nhưng Không Ở Lại,"Hiền Hồ, Vương Anh Tú",Zing MP3,2018-03-01,341,583,3066,2281998,Khác
0WjdaO545q9Qn4SQtzRQu9,TRÌNH,HIEUTHUHAI,M Music Records,2024-11-07,275,24,3067,2280203,Nhạc Việt
3DKpA54hrFIdPN6AtL9HXa,I'll Never Love Again - Film Version - Radio Edit,"Lady Gaga, Bradley Cooper",A Star is Born OST,2018-03-01,219,67,3068,2277565,Nhạc nước ngoài
3WdCkvx0UuxVaSIWibty1g,Chẳng Thể Giữ Lấy Chẳng Đành Buông Tay,Ngô Kiến Huy,Yin Yang Media,2018-03-01,228,3,3069,2276500,Nhạc Việt
0KnWLhf5GqPEC4m7sHhxrY,Cơn Mưa Rào,"Văn Mai Hương, Negav, Hứa Kim Tuyền",Yin Yang Media,2023-10-24,225,6,3070,2275961,Khác
5wlmsadB0zsKp9x4Cahy5A,T.A.O (The Ambitious One) [feat. Tage],"RAP VIỆT, Tage",WM Vietnam,2020-12-04,213,5,3071,2268578,Khác
5B03nSG8pLE48jh7kmasuL,Levels - Radio Edit,Avicii,Universal Music AB,2015-07-10,215,11,3072,2267972,Nhạc nước ngoài
30CXPFiHrPmKxAxPpiMlLw,Không Ra Gì,Trúc Nhân,POPS WORLDWIDE,2024-11-12,205,19,3073,2263809,Nhạc Việt
54EzTMmlLYab5d9psfwmxZ,Bắt Vía (feat. Wren Evans & Mew Amazing),"Hoàng Thùy Linh, Wren Evans, Mew Amazing",The Leader Entertainment,2022-08-11,204,22,3074,2239111,Khác
64uzIqhEOq1veSVO03Ux7D,một bài hát không vui mấy,T.R.I,Universal Music Indochina Distributed Labels,2024-12-05,234,43,3075,2236090,Nhạc Việt
2g4tRvSuOVNAz4p3Yfwy2O,Anh Không Thể,"MONO, Onionn.",M Music Records,2022-08-18,220,24,3076,2234029,Khác
6uAFJ75WDAoAPyCWJAtvks,Good In Bed,Dua Lipa,Warner Records,2018-10-06,243,6,3077,2232683,Nhạc nước ngoài
7EQXCCO0xstuBXwnJ93pWE,Khô Khan,Cá Hồi Hoang,Lumif Recordings,2019-07-31,260,1,3078,2221751,Nhạc Việt
5P7kRfpLaQRQsHKhgqximh,Tay-Lai Pr0 (Tây-Lai Pr0) [feat. JustaTee & Double2T],"RAP VIỆT, JustaTee, Double2T",DAT VIET VAC,2023-09-10,258,22,3079,2213291,Khác
6pUHvM8e4EFO4gWW9vo2UJ,XTC (Xích Thêm Chút) (Remix),"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",M Music Records,2021-06-28,123,253,3080,2211424,Khác
6iu311jZAJFLPgoIWgrA72,BANG BANG BANG,BIGBANG,YG Entertainment,2017-03-27,236,2,3081,2209569,Nhạc Hàn
02NkFtyzVNT3ZYAjCmVpby,Liệu Anh Có Thể Yêu Em?,Khắc Việt,VHD Entertainment Limited Liability Company,2017-03-18,242,5,3082,2206446,Nhạc Việt
1B4oyFrY6oAfg2it7iMsyC,16,"Obito, Shiki",12 trái lê,2023-10-10,175,5,3083,2205605,Khác
5gn0Df0Aa7EM98shC3daR6,Nỗi Đau Đính Kèm,"Anh Tú Atus, RHYDER",LOOPS Music,2024-12-10,197,32,3084,2204658,Khác
3edMkFV4BwGeqt45bPhzIw,HONGKONG12 (feat. MC 12),"Nguyễn Trọng Tài, MC 12",Yin Yang Media,2019-10-20,75,282,3085,2201359,Khác
1UN5BrYtooQPLcobYEqMNH,Cự Tuyệt,Hồ Ngọc Hà,Ho Ngoc Ha Entertainment,2018-03-01,263,89,3086,2190065,Nhạc Việt
5eGbP1SbQNRmgARjGclv1m,Chưa Quên Người Yêu Cũ - Live Version,Hà Nhi,Ha Nhi,2022-06-02,336,16,3087,2188971,Khác
3pbbEjmAWUHbGgWV8evyfd,Em Chào Tết,Bích Phương,SKY Music JSC,2020-01-01,189,16,3088,2188060,Nhạc Việt
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",RCA Records Label,2013-07-04,306,624,3089,2171700,Nhạc nước ngoài
10AZ3ChoIGMxvcCoFsoFjf,nhạt-fine,GREY D,M Music Records,2024-04-08,212,7,3090,2161622,Nhạc Việt
6oG0E8FNTzwsKpOWFq6Wq2,Quên Anh Đi,MONO,M Music Records,2022-08-18,246,60,3091,2153396,Nhạc nước ngoài
3keyZ8cXkQ57melgiAsJ5m,Người Ôm Pháo Hoa,Đông Nhi,6th Sense Entertainment JSC,2023-04-21,179,24,3092,2149024,Nhạc Việt
4qrWuGE4Qu9RRVZVpMKWyw,"Hot Shot, Dlow (feat. Dlow)","RAP VIỆT, Dlow",DAT VIET VAC,2023-07-02,164,31,3093,2137684,Khác
0X5tCYwiVldeDynbhBshTl,Hẹn Kiếp Tương Phùng,"K-ICM, Long Nón Lá",POPS WORLDWIDE,2022-01-19,280,59,3094,2132900,Khác
4wYju2Z68SMqpBeJOkdS8a,Người Yêu Không Đá,"CHOCO, The Fillin",M Music Records,2022-06-06,189,51,3095,2132760,Khác
3WGyageBvd1ZwbyRf8WzG8,So Am I,Ava Max,Atlantic Records,2020-09-16,197,585,3096,2132395,Nhạc nước ngoài
3O3h5nceJQgZ6wMIPCoJzj,"NGÂN NGA (feat. Isaac, HURRYKNG, Negav, Gin Tuấn Kiệt & Vũ Thảo My)","ANH TRAI ""SAY HI"", Isaac, HURRYKNG, Negav, Gin Tuấn Kiệt, Vũ Thảo My",Anh Trai Say Hi,2024-08-05,292,9,3097,2126493,Khác
0MbFMwwxL7RbudpJ2QGj1P,"NGÂN NGA (feat. Isaac, HURRYKNG, Negav, Gin Tuấn Kiệt & Vũ Thảo My)","ANH TRAI ""SAY HI"", Isaac, HURRYKNG, Negav, Gin Tuấn Kiệt, Vũ Thảo My",Anh Trai Say Hi,2024-08-29,292,25,3098,2126493,Khác
6HE6jZ7J0T6Rry0lcGTZYv,"Gặp Gỡ, Yêu Đương Và Được Bên Em",Phan Mạnh Quỳnh,Yin Yang Media,2021-08-08,240,38,3099,2123701,Nhạc Việt
6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes,Island Records,2019-05-09,262,74,3100,2117750,Nhạc nước ngoài
4FP8ngTVPu9nlPqoPACzzt,năm ngoái giờ này (after all),Phùng Khánh Linh,Yin Yang Media,2022-11-11,206,19,3101,2097477,Nhạc Việt
2MkPA0iNF3F1rpwfSPWHOw,năm ngoái giờ này (after all),Phùng Khánh Linh,Yin Yang Media,2022-10-10,206,15,3102,2097477,Nhạc Việt
4wuiHjpRp6Wm0SbNPvDs0W,Mưa Thâm Lặng Giời,"BigDaddy, GREY D",Universal Music Indochina Distributed Labels,2024-11-13,229,14,3103,2089359,Khác
3VOeGtJwJh2jslvQAFaaEn,Chuyện Rằng,Thịnh Suy,Yin Yang Media,2020-08-14,297,403,3104,2085115,Nhạc Việt
2V4Fx72svQRxrFvNT1eq5f,THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",Riot Games,2020-08-21,297,57,3105,2085115,Khác
2lGGlexu72TnPQPUHd8NWt,Hạ Phỏm,Hoàng Thùy Linh,The Leader Entertainment,2022-08-11,196,25,3106,2084045,Nhạc Việt
1DmMJL7KrTEC5MDTvYpfLD,Không Cần Phải Nói Nhiều,"tlinh, Hoàng Tôn",Universal Music Indochina Distributed Labels,2022-05-10,246,20,3107,2081306,Khác
3yzV19yzE35hZWyJq8orC8,Anh Thôi Nhân Nhượng - Cover,Kiều Chi,ZuongZero Entertainment,2024-06-01,286,2,3108,2078743,Khác
3OKyAD1Z2dJhxMJQFW4YJs,"What Love Is… (feat. RPT Gonzo, Thành Draw & Binz)","RAP VIỆT, Gonzo, Thành Draw, Binz",WM Vietnam,2021-01-23,285,30,3109,2078213,Khác
6zQ47QN5H02keJTasLQ938,Sài Gòn Đau Lòng Quá - Live at XHTĐRLX,"Forest Studio, Hứa Kim Tuyền",Yin Yang Media,2021-05-23,262,5,3110,2066579,Khác
48ioMyJ1s4suqxLobM1Dl1,Rồi Tới Luôn,Nal,CT Media,2021-08-07,247,16,3111,2063530,Nhạc Việt
3nAp4IvdMPPWEH9uuXFFV5,Underneath the Tree,Kelly Clarkson,RCA Records Label,2018-03-01,208,21,3112,2057494,Nhạc nước ngoài
2Nwi8X3bmgKU1zMQUsDTah,Thị Mầu,"Hoà Minzy, Masew",MIXUS,2023-03-05,205,9,3113,2052717,Khác
6avf87RlBlDYMbdcRx2tDK,TRAI HỌ VŨ (feat. Gill & ICY FAMOU$),"RAP VIỆT, Gill, ICY FAMOU$",DAT VIET VAC,2024-11-18,217,13,3114,2045571,Khác
5v3J1lYjtJgEM1buAa1Oe5,M.,"16 Typh, MASTAL",Spacespeakers,2023-09-14,182,16,3115,2038237,Khác
3MlvHVRytWiXpSHEeZVF0I,1TINHYEU (feat. Hustlang Robber),"RAP VIỆT, Hustlang Robber",DAT VIET VAC,2024-12-03,221,28,3116,2036316,Khác
1W5kZCi3DyAwUu1flTIHdZ,Sinh Nhật Của Xinh Nhất,"24k.Right, HIEUTHUHAI, Hipz",Universal Music Indochina,2023-11-08,180,5,3117,2022796,Khác
0V0dOlfZ3tuZwHnL2eZ9Al,Ngày Xuân Long Phụng Sum Vầy,Bích Phương,MUNIZ MUSIC COMPANY LIMITED,2017-01-16,230,11,3118,2008170,Nhạc Việt
4CoxD8tetisleUQDA7vn1B,What You Waiting For,JEON SOMI,THEBLACKLABEL,2020-07-24,193,71,3119,2003747,Nhạc Hàn
6FRLCMO5TUHTexlWo8ym1W,Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",Interscope Records*,2018-05-16,259,1,3120,2003176,Khác
4QkTMKgtkI6P9v9NRzSswS,CHỜ MỘT NGƯỜI (feat. Gill & Captain),"RAP VIỆT, Gill, CAPTAIN BOY",DAT VIET VAC,2024-12-09,259,21,3121,2001349,Khác
6yLbighkE0kn1OH9zd4aBi,03 Hay Là,Ngọt,Ngọt,2024-02-23,202,8,3122,1999163,Nhạc Việt
0wZq5TnD0ooJ3q4GVDTLjd,Xuân Hy Vọng,K-ICM,Universal Music Indochina Distributed Labels,2022-01-24,221,61,3123,1992673,Khác
6omqlTpk0xulezHygipOZx,Chợt Nghe Bước Em Về,"Tự Long, Cường Seven, Quốc Thiên, SOOBIN, Rhymastic, Đinh Tiến Đạt",Universal Music Indochina Distributed Labels,2024-08-10,258,11,3124,1986834,Khác
0Pf2hR940vgS9iVk4CriZX,Trên Những Đám Mây,Chillies,WM Vietnam,2023-03-02,235,13,3125,1967904,Nhạc Việt
5ap1VOUjU78WpQY1htU5x9,"một ngày tôi quên hết (feat. Cẩm Vân, CeCe Trương)","Hứa Kim Tuyền, CeCe Trương, Cẩm Vân",Yin Yang Media,2022-05-31,261,44,3126,1956218,Khác
2bxVMMRP6AHvUVXHQrIBy9,một ngày tôi quên hết,"Hứa Kim Tuyền, Cẩm Vân, CeCe Trương",Yin Yang Media,2022-02-22,263,37,3127,1956218,Khác
5qrSlOut2rNAWv3ubArkNy,Be Alright,Dean Lewis,Universal Music Australia Pty. Ltd.,2019-07-03,205,318,3128,1955388,Nhạc nước ngoài
1jTDLsnuuAWcJnW3zj3yC7,Stream Đến Bao Giờ,Độ Mixi,Do Mixi Production LL,2020-09-23,172,9,3129,1948223,Khác
7jbnA8sL3dpOYRrFrVURf0,Người Lạ Trong Danh Bạ (feat. Phúc Du),"ERIK, Phuc Du","V-MAS CO., LTD",2023-05-24,223,22,3130,1944979,Khác
2rDtJL39iMme6RgWnETEWP,Ikigai,"Tăng Duy Tân, Bích Phương, 2pillz",Big Arts Entertainment,2024-10-29,180,12,3131,1941895,Khác
6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,Republic Records,2020-10-16,204,466,3132,1941859,Nhạc nước ngoài
420AcdRTLLJDMNhmqzBQZG,Xin Giữ Em Cho Hoàng Hôn,Uyên Linh,Yin Yang Media,2015-10-01,235,2,3133,1941216,Nhạc Việt
2HtcPHFdo7eu4Ilbvb0BVI,Feel Special,TWICE,Republic Records - TWICE,2020-04-07,238,251,3134,1926274,Nhạc Hàn
0glPN37HvVqCUh1qCWBKo7,Lúc Thấy Lúc Không,Hoàng Thùy Linh,The Leader Entertainment,2022-08-11,173,22,3135,1924865,Nhạc Việt
3j9BMKKE8DpDSBXVI0IdfA,Nhường Lại Em (feat. Phúc Du),"Vũ., Phuc Du",WM Vietnam,2022-09-09,214,22,3136,1924697,Khác
514mQDPkXmPzsYwGNmkBJZ,See U Later,BLACKPINK,YG Entertainment,2018-05-25,235,23,3137,1916611,Nhạc Hàn
6EMsxZwsgTOLgWNdxtCIzQ,"Thunderclouds (feat. Sia, Diplo, and Labrinth)","Sia, Diplo, Labrinth, LSD",Records/Columbia,2018-05-25,235,235,3138,1916611,Khác
5wfu0LbQ8fvPStnWmIOfos,Đoản Xuân Ca,Bích Phương,MUNIZ MUSIC COMPANY LIMITED,2017-01-16,206,10,3139,1891377,Nhạc Việt
0F4VIqS5bVIitrvmIek1iB,Em Là Kẻ Đáng Thương,Phát Huy T4,MIXUS,2023-01-01,258,2,3140,1888419,Khác
2YF6BpVt9vvmrCSdYYLGpq,Anh - Uyên Linh Version,Uyên Linh,Universal Music Indochina Distributed Labels,2024-01-13,182,18,3141,1878735,Nhạc Việt
3sJejcHSM7PhobXnd02vxd,Dưới Cơn Mưa,"Tempo G, Lena",Tempo.G Music,2019-07-12,193,4,3142,1868901,Khác
1wG0HYACxdu3Kdz3mI4ca6,Thèn Chóa,"Wxrdie, KayC",Universal Music Indochina Distributed Labels,2024-11-12,244,19,3143,1868278,Khác
0gKSm3EHJhyFeolcmO6mYS,'yêu yêu yêu' mashup,"GREY D, Hoàng Dũng, Orange, TDK, SUNI",Universal Music Indochina Distributed Labels,2022-07-10,228,5,3144,1856781,Khác
6T4MIHclKSaHN8ksUYRVW6,Vài Lần Đón Đưa,Hà Anh Tuấn,Yin Yang Media,2017-12-06,250,33,3145,1845073,Nhạc Việt
